0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:57 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:58 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:25:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:26:58 +0545] "GET /Bug_Tracking_System/Menu.jsp HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:26:58 +0545] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:26:59 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 5377
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:26:59 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:26:59 +0545] "GET /Bug_Tracking_System/Images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:26:59 +0545] "GET /Bug_Tracking_System/images/Header.png HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:27:02 +0545] "GET /Login HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:27:05 +0545] "GET /Login HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:27:07 +0545] "GET /Login HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [09/Apr/2022:11:27:11 +0545] "GET /Login HTTP/1.1" 404 756
